Game,TCP,UDP,
Mario Strikers: Charged Wii,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Mario Super Sluggers Wii,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Mario Tennis Aces Switch,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Mark of the Ninja Xbox 360,3074,"88, 3074",
Mark of the Ninja Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Mark of the Ninja Steam,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Mark of the Ninja Switch,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Mark of the Ninja Xbox One,3074,"88, 500, 3074, 3544, 4500",
Market Analyst Software,14010,,
Marketcircle Billings Pro,"7113, 7116-7118",,
Marketcircle Daylite,"6180-6183, 6185, 6188",,
Marooners,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Marooners Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Marooners Xbox One,3074,"88, 500, 3074, 3544, 4500",
Marvel Puzzle Quest Steam,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Marvel Puzzle Quest Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Marvel Puzzle Quest Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Marvel Puzzle Quest Xbox 360,3074,"88, 3074",
Marvel Puzzle Quest Xbox One,3074,"88, 500, 3074, 3544, 4500",
Marvel Super Hero Squad Xbox 360,3074,3074,
Marvel Super Hero Squad Playstation 3,5223,"5223, 3478, 3479, 3658",
Marvel Universe Online Xbox 360,3074,3074,
Marvel vs. Capcom 2: New Age of Heroes Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Marvel vs. Capcom 2: New Age of Heroes Xbox 360,3074,"88, 3074",
Marvel vs. Capcom 3: Fate of Two Worlds Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Marvel vs. Capcom 3: Fate of Two Worlds Xbox 360,3074,"88, 3074",
Marvel vs. Capcom: Infinite Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Marvel vs. Capcom: Infinite Xbox One,3074,"88, 500, 3074, 3544, 4500",
Marvel vs. Capcom: Infinite,"20002, 30840, 30850, 30870","30840-30859, 30870-30879",
Marvel vs. Capcom: Origins Xbox 360,3074,"88, 3074",
Marvel vs. Capcom: Origins Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Marvel's Spider-Man Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Marvel: Ultimate Alliance,"1116-1130, 28910","1116-1130, 5165, 27900-27901",
Marvel: Ultimate Alliance Xbox 360,3074,"88, 3074",
Marvel: Ultimate Alliance Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Marvel: Ultimate Alliance Wii,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Marvel: Ultimate Alliance (2016),"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Marvel: Ultimate Alliance (2016) Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Marvel: Ultimate Alliance (2016) Xbox One,3074,"88, 500, 3074, 3544, 4500",
Marvel: Ultimate Alliance 2 Xbox 360,3074,"88, 3074",
Marvel: Ultimate Alliance 2 Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Marvel: Ultimate Alliance 2,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Marvel: Ultimate Alliance 2 Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Marvel: Ultimate Alliance 2 Wii,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Marvel: Ultimate Alliance 2 Xbox One,3074,"88, 500, 3074, 3544, 4500",
Marvel: Ultimate Alliance 3 - The Black Order Switch,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Mary Skelter 2 Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Mary Skelter: Nightmares Steam,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Mass Effect Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Mass Effect Xbox 360,3074,"88, 3074",
Mass Effect 2 Xbox 360,3074,"88, 3074",
Mass Effect 2 Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Mass Effect 3 Xbox 360,3074,"88, 3074, 3659",
Mass Effect 3 Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658-3659",
Mass Effect 3,3659,,
Mass Effect: Andromeda,"10000-19999, 42130, 42210, 42230","3659, 10000-19999",
Mass Effect: Andromeda Playstation 4,"1935, 3478-3480, 10000-19999, 42130, 42210, 42230","3074, 3478-3479, 3659, 10000-19999",
Mass Effect: Andromeda Xbox One,"3074, 10000-19999, 42130, 42210, 42230","88, 500, 3074, 3544, 3659, 4500, 10000-19999",
Massive Chalice Xbox One,3074,"88, 500, 3074, 3544, 4500",
Master Mind Xbox 360,3074,3074,
Master Mind Playstation 3,5223,"5223, 3478, 3479, 3658",
Master of Magic Chess,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Master Reboot Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Master Reboot Steam,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Matterfall Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Max Payne Steam,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Max Payne 2: The Fall of Max Payne Steam,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Max Payne 3 Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Max Payne 3 Xbox 360,3074,"88, 3074",
Max Payne 3,"3783, 6500, 6515, 6667, 13139, 27900, 28900, 29900-29901","3783, 6500, 6515, 6667, 6672, 13139, 27900-27901, 28900, 29900-29901",
Mayhem Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Mayhem Xbox 360,3074,"88, 3074",
McAllister Pet ID,21-22,,
MDK Steam,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
MDK 2 Wii,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
MechaNika Steam,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
MechaNika Switch,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
MechaNika Xbox One,3074,"88, 500, 3074, 3544, 4500",
MechCommander 2,"2300-2400, 47624",2300-2400,
Mechs & Mercs: Black Talons,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
MechWarrior 4: Black Knight,"2300-2400, 47624, 27999, 28800-28809","2300-2400, 27999, 28800-28809",
MechWarrior 4: Mercenaries,"2300-2400, 47624, 27999, 28800-28809","2300-2400, 27999, 28800-28809",
MechWarrior 4: Vengeance,"2300-2400, 47624, 27999, 28800-28809","2300-2400, 27999, 28800-28809",
MechWarrior 5: Mercenaries Steam,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
MechWarrior Online,"45461, 45464",21000-30000,
MechWarrior Online Steam,"27015-27030, 27036-27037, 45461, 45464","4380, 21000-30000",
Medal of Honor (2010),"13505, 18390, 18395",18395,
Medal of Honor (2010) Playstation 3,"3478-3480, 5223, 8080, 9946, 42100, 14310-14328, 15310-15328","3074, 3478-3479, 3658-3659, 5223, 6000, 9570, 17502",
Medal of Honor (2010) Xbox 360,3074,"88, 3074",
Medal of Honor: Airborne Xbox 360,3074,"88, 3074",
Medal of Honor: Airborne Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Medal of Honor: Allied Assault,"6667, 18020, 28910, 29900-29901, 29920","13203, 13300, 27900, 29910",
Medal of Honor: Frontline Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Medal of Honor: Heroes 2 Wii,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Medal of Honor: Pacific Assault,"6667, 18020, 28910, 29900-29901, 29920","13203, 13300, 27900, 29910",
Medal of Honor: Vanguard Wii,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Medal of Honor: Warfighter,"1024-1124, 3216, 9960-9969, 18000, 18120, 18060, 27900, 28910, 29900","1024-1124, 18000, 29900",
Medal of Honor: Warfighter Xbox 360,3074,"88, 3074",
Medal of Honor: Warfighter Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Media Browser,"8096, 8945","8096, 8945",
Media Center Xbox 360,"53, 80, 3074","53, 88, 3074",
Medieval II: Total War,"3783, 6500, 6515, 6667, 13139, 18321, 27750, 27900, 28900, 29900-29901","6515, 8871, 13139, 18321, 27750, 27900",
Medieval Kingdom Wars Steam,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Medieval: Total War,"3783, 6500, 6515, 6667, 13139, 18321, 27750, 27900, 28900, 29900-29901","6515, 8871, 13139, 18321, 27750, 27900",
MediEvil Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Mega Man 10 Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Mega Man 10 Xbox 360,3074,"88, 3074",
Mega Man 10 Wii,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Mega Man 11 Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Mega Man 11 Steam,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Mega Man 11 Switch,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Mega Man 11 Xbox One,3074,"88, 500, 3074, 3544, 4500",
Mega Man 9 Xbox 360,3074,"88, 3074",
Mega Man 9 Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Mega Man 9 Wii,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Mega Man Legacy Collection Steam,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Mega Man Legacy Collection Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Mega Man Legacy Collection Switch,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Mega Man Legacy Collection Xbox One,3074,"88, 500, 3074, 3544, 4500",
Mega Man Legacy Collection 2 Steam,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Mega Man Legacy Collection 2 Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Mega Man Legacy Collection 2 Switch,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Mega Man Legacy Collection 2 Xbox One,3074,"88, 500, 3074, 3544, 4500",
Mega Man X Legacy Collection Steam,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Mega Man X Legacy Collection Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Mega Man X Legacy Collection Switch,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Mega Man X Legacy Collection Xbox One,3074,"88, 500, 3074, 3544, 4500",
Mega Man X Legacy Collection 2 Steam,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Mega Man X Legacy Collection 2 Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Mega Man X Legacy Collection 2 Switch,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Mega Man X Legacy Collection 2 Xbox One,3074,"88, 500, 3074, 3544, 4500",
Megadimension Neptunia VII Steam,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Megadimension Neptunia VII Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Megadimension Neptunia VIIR Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Megadimension Neptunia VIIR Steam,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
MegaGlest,61357-61366,,
MegaTagmension Blanc + Neptune VS Zombies,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Megazone 23 Aoi Garland Playstation 3,5223,"5223, 3478, 3479, 3658",
Melbits World Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Meltdown,"8501, 23513",23513,
Mercenaries 2: World in Flames Xbox 360,3074,"88, 3074",
Mercenaries 2: World in Flames Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Mercenaries 3: No Limits Xbox 360,3074,"88, 3074",
Mercenaries 3: No Limits Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Mercenaries Saga Chronicles Switch,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Mercenaries Wings: The False Phoenix Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Mercenaries Wings: The False Phoenix Switch,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Mercenary Kings,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Mercenary Kings Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Mercenary Kings Xbox One,3074,"88, 500, 3074, 3544, 4500",
Mercenary Kings Switch,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Mercury Meltdown: Revolution Wii,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Merv Griffin's Crosswords Wii,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Merv Griffin's Crosswords Xbox 360,3074,"88, 3074",
Mesmerize Distort Playstation 3,5223,"5223, 3478, 3479, 3658",
Metal Gear Online Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Metal Gear Rising: Revengeance,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Metal Gear Rising: Revengeance Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Metal Gear Rising: Revengeance Xbox 360,3074,"88, 3074",
Metal Gear Solid 2: Sons of Liberty - HD Edition Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Metal Gear Solid 2: Sons of Liberty - HD Edition Xbox 360,3074,"88, 3074",
Metal Gear Solid 3: Snake Eater - HD Edition Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Metal Gear Solid 3: Snake Eater - HD Edition Xbox 360,3074,"88, 3074",
Metal Gear Solid 4: Guns of the Patriots Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Metal Gear Solid V: Ground Zeroes,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Metal Gear Solid V: Ground Zeroes Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Metal Gear Solid V: Ground Zeroes Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Metal Gear Solid V: Ground Zeroes Xbox 360,3074,"88, 3074",
Metal Gear Solid V: Ground Zeroes Xbox One,3074,"88, 500, 3074, 3544, 4500",
Metal Gear Solid V: The Phantom Pain Xbox One,3074,"88, 500, 3074, 3544, 4500",
Metal Gear Solid V: The Phantom Pain,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Metal Gear Solid V: The Phantom Pain Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Metal Gear Solid V: The Phantom Pain Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Metal Gear Solid V: The Phantom Pain Xbox 360,3074,"88, 3074",
Metal Gear Solid: Peace Walker - HD Edition Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Metal Gear Solid: Peace Walker - HD Edition Xbox 360,3074,"88, 3074",
Metal Gear: Survive Steam,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Metal Gear: Survive Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Metal Gear: Survive Xbox One,3074,"88, 500, 3074, 3544, 4500",
Metal Max: Xeno Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Metal Slug Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Metal Slug Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Metal Slug Steam,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Metal Slug Switch,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Metal Slug Wii,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Metal Slug Xbox One,3074,"88, 500, 3074, 3544, 4500",
Metal Slug 3 Xbox 360,3074,3074,
Metal Slug 7 Xbox 360,3074,3074,
MetaMorph: Dungeon Creatures,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Meteos Wars Xbox 360,3074,3074,
Metro 2033: The Last Refuge Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Metro 2033: The Last Refuge Steam,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Metro 2033: The Last Refuge Xbox One,3074,"88, 500, 3074, 3544, 4500",
Metro: Exodus Steam,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Metro: Exodus Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Metro: Exodus Xbox One,3074,"88, 500, 3074, 3544, 4500",
Metro: Last Light Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Metro: Last Light Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Metro: Last Light Steam,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Metro: Last Light Xbox 360,3074,"88, 3074",
Metro: Last Light Xbox One,3074,"88, 500, 3074, 3544, 4500",
Metroid Prime Wii,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Metroid Prime 2: Echoes Wii,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Metroid Prime 3: Corruption Wii,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Metroid Prime 4 Switch,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Metroid Prime Trilogy Wii,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Metroid: Other M Wii,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Michael Jackson: The Experience Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Michael Jackson: The Experience Wii,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Michael Jackson: The Experience Xbox 360,3074,"88, 3074",
Micro Machines: World Series,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Micro Machines: World Series Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Micro Machines: World Series Xbox One,3074,"88, 500, 3074, 3544, 4500",
Microsoft Childrens Miracle Network Games Bundle Xbox 360,3074,3074,
Microsofts Flight Simulator X,"3783, 6500, 6515, 6667, 13139, 27900, 28900, 29900-29901","6073, 6515, 13139, 23456, 27900",
Middle-earth: Shadow of Mordor Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Middle-earth: Shadow of Mordor Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Middle-earth: Shadow of Mordor Xbox 360,3074,"88, 3074",
Middle-earth: Shadow of Mordor Xbox One,3074,"88, 500, 3074, 3544, 4500",
Middle-earth: Shadow of Mordor Steam,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Middle-earth: Shadow of War Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Middle-earth: Shadow of War Xbox One,3074,"88, 500, 3074, 3544, 4500",
Middle-earth: Shadow of War Steam,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Midnight Steam,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Midnight Club: Los Angeles Xbox 360,3074,"88, 3074",
Midnight Club: Los Angeles Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Midnight Deluxe Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Midnight Deluxe Switch,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Midnight Deluxe Xbox One,3074,"88, 500, 3074, 3544, 4500",
Midway Arcade Origins Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Midway Arcade Origins Xbox 360,3074,"88, 3074",
MiG-29 Fulcrum,3862-3863,,
Might and Magic - Duel of Champions Xbox 360,3074,3074,
Might and Magic - Duel of Champions Playstation 3,5223,"5223, 3478-3479, 3658",
Might and Magic Heroes VII,"13000, 14000, 14008, 27015",27015,
Mighty No. 9 Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Mighty No. 9 Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Mighty No. 9 Steam,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Mighty No. 9 Xbox 360,3074,"88, 3074",
Mighty No. 9 Xbox One,3074,"88, 500, 3074, 3544, 4500",
Million Arthur: Arcana Blood Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Million Arthur: Arcana Blood Steam,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Mind Zero,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
MindJack Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
MindJack Xbox 360,3074,"88, 3074",
Minecraft Xbox 360,3074,"88, 3074",
Minecraft Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Minecraft Xbox One,3074,"88, 500, 3074, 3544, 4500",
Minecraft Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Minecraft,"19132, 25565","19132, 25565",
Minecraft: Dungeons,"19132, 25565","19132, 25565",
Minecraft: Story Mode Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Minecraft: Story Mode Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Minecraft: Story Mode Switch,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Minecraft: Story Mode Xbox 360,3074,"88, 3074",
Minecraft: Story Mode Xbox One,3074,"88, 500, 3074, 3544, 4500",
Minecraft: Story Mode - Season Two Switch,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Minecraft: Story Mode - Season Two Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Minecraft: Story Mode - Season Two Xbox 360,3074,"88, 3074",
Minecraft: Story Mode - Season Two Xbox One,3074,"88, 500, 3074, 3544, 4500",
Minesweeper Flags Xbox 360,3074,3074,
Minesweeper Genius Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Minesweeper Genius Switch,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Minesweeper Genius Xbox One,3074,"88, 500, 3074, 3544, 4500",
Mini Ninjas Playstation 3,"3478-3480, 5223, 8080","3074, 3478-3479, 3658",
Mini Ninjas Xbox 360,3074,"88, 3074",
Mini-Mech Mayhem Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Minion Masters Steam,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Minion Masters Xbox One,3074,"88, 500, 3074, 3544, 4500",
Minit Playstation 4,"1935, 3478-3480","3074, 3478-3479",
Minit Steam,"27015-27030, 27036-27037","4380, 27000-27031, 27036",
Minit Switch,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
Minit Xbox One,3074,"88, 500, 3074, 3544, 4500",
Minon: Everyday Hero Wii,"6667, 12400, 28910, 29900, 29901, 29920",1-65535,
